NUMBER X_IMAGE Y_IMAGE ra_plane dec_plane FLUX_AUTO FLUXERR_AUTO FLUX_APER A_IMAGE B_IMAGE THETA_IMAGE FWHM_IMAGE nuv gl gb expsum ctsum bkgdsum plane_oid solution_id source_id ra_gaia ra_error dec_gaia dec_error parallax parallax_error visibility_periods_used duplicated_source phot_g_mean_flux phot_g_mean_flux_error phot_g_mean_mag phot_bp_mean_flux phot_bp_mean_flux_error phot_bp_mean_mag phot_rp_mean_flux phot_rp_mean_flux_error phot_rp_mean_mag radial_velocity radial_velocity_error rv_template_teff rv_template_logg rv_template_fe_h phot_variable_flag teff_val flame_flags angsep dist distmod ebv name
36454 5641.56005859375 13614.5 104.908071787 -10.4436920813 21.0435 0.515444 9.60866 1.62592 1.60379 -72.3933 2.80548 17.022199630737305 223.161450702 -2.94448620758 49.3270263671875 88.0 0.8097425974342898 1430055 1635721458409799680 3049199769670136960 104.90809181406603 0.018000224465997715 -10.443633629252632 0.01907509937044208 0.8692440121562877 0.021837794721767962 12 False 95857.12816971005 24.139591537916814 13.234304428100586 58472.75445272183 97.38891228887047 13.434003829956055 55916.52582010468 48.59890515840228 12.89306926727295 nan nan nan nan nan NOT_AVAILABLE 7103.0 200111 6.168100429068308e-05 1150.4249508942291 10.304291461500423 0.261357843875885 CMaOB1
36486 3161.2099609375 13614.7998046875 105.548058734 -11.6642585215 4.07462 0.290095 1.52243 1.16326 0.802084 -20.7304 5.11236 18.804800033569336 224.53595339 -2.94081001395 21.251659393310547 8.0 1.4922817392874914 1430081 1635721458409799680 3045996789219359872 105.54806737674637 0.030632311132793886 -11.664192614500323 0.03178649034499305 0.8145626972116105 0.03477142888669315 11 False 46672.80610383595 14.68128902770906 14.015706062316895 24614.474555576497 42.50640118267956 14.373412132263184 32396.896912970366 31.552462434974146 13.485661506652832 nan nan nan nan nan NOT_AVAILABLE 5610.22021484375 200111 6.644829887647568e-05 1227.652583924078 10.445377411258079 0.585679292678833 CMaOB1
36558 5657.0 13644.400390625 104.919114421 -10.4285364137 15.1296 0.445703 6.99495 1.61039 1.50347 -73.9 3.15208 17.380399703979492 223.152881323 -2.92792144244 49.43710708618164 52.0 0.8155854048720055 1430137 1635721458409799680 3049199872749342592 104.91913294262959 0.018956557199192963 -10.428482007823948 0.020085868627760475 0.7947172787958828 0.02295249767715383 12 False 80887.66697484344 21.882542014797174 13.418660163879395 49145.87998887572 84.58921664268516 13.62267017364502 47107.63941420755 43.59318157987826 13.079191207885742 nan nan nan nan nan NOT_AVAILABLE 7029.0 200111 5.7374300573525464e-05 1258.3091203391873 10.498936722104862 0.34284740686416626 CMaOB1
36582 813.8920288085938 13662.7998046875 106.181208571 -12.8027279906 194.953 1.43115 61.983 2.65777 1.97254 18.5307 4.51713 14.605199813842773 225.833017265 -2.90943886348 23.720571517944336 244.0 1.137622664099656 1430158 1635721458409799680 3044848864720675200 106.18126094576598 0.03791596151710327 -12.802989185770688 0.04554180889565849 0.8036825090179267 0.0521472025225831 11 False 438873.2156000539 130.70025161455172 11.582517623901367 297374.60102100583 516.899323209882 11.66812801361084 222171.51238533552 192.3061649059227 11.395198822021484 nan nan nan nan nan NOT_AVAILABLE 8935.0 -9223372036854775808 0.0002661415634072609 1244.272444378523 10.474577416788275 0.19818022847175598 CMaOB1
36661 5361.5 13659.5 105.002706613 -10.5703783005 4.83272 0.309326 1.8766 1.06054 1.0486 60.2877 3.42593 18.61949920654297 223.316800182 -2.91924718401 40.45148468017578 16.0 0.8213891676666872 1430221 1635721458409799680 3049192829003606272 105.00267007812047 0.01993434439510507 -10.570412940600113 0.022915813331247207 0.8327068706836912 0.026072536473223388 12 False 54124.80797629067 15.033478393867107 13.854874610900879 29304.408069838326 31.155465833315883 14.18405532836914 36131.73576846987 64.7180281676174 13.36719799041748 nan nan nan nan nan NOT_AVAILABLE 5819.66650390625 200111 4.989805631085412e-05 1200.9027848887008 10.397539259765411 0.27272552251815796 CMaOB1
36745 4100.10009765625 13686.400390625 105.341367867 -11.1846735593 3.51327 0.278487 1.36006 0.920301 0.697629 -67.9322 4.7556 18.965700149536133 224.01605156 -2.90272011513 18.532936096191406 4.0 1.7796057619891124 1430292 1635721458409799680 3046105365991956736 105.34141643345336 0.021550638678791763 -11.184276024039072 0.02264210810432063 0.8224537960243826 0.025825351348550563 12 False 45334.7910511043 13.046875499625607 14.047286987304688 23510.297473044728 34.24819835184215 14.423242568969727 31709.234039017276 55.55419903650819 13.508955955505371 nan nan nan nan nan NOT_AVAILABLE 5441.75 200111 0.000400380120405217 1215.87377289016 10.424442452879495 0.43652933835983276 CMaOB1
36762 1238.8299560546875 13710.5 106.094757691 -12.582789945 178.896 1.36725 73.9149 2.18756 1.90387 26.3769 3.01053 14.69849967956543 225.598536321 -2.88404645352 21.644641876220703 267.0 1.249903972281732 1430307 1635721458409799680 3045607527744801024 106.09478627931101 0.055758166430568135 -12.58291119884283 0.0456983953143774 0.8217604191197722 0.08019914823819828 9 False 370490.906406939 127.30973003917319 11.766422271728516 247173.40677247322 898.584471040593 11.868884086608887 191462.1079888455 386.5375946874032 11.556713104248047 nan nan nan nan nan NOT_AVAILABLE 8693.0 -9223372036854775808 0.00012442265869344761 1216.8996908748038 10.426273903907155 0.20357924699783325 CMaOB1
36926 5928.35986328125 13732.7001953125 104.893578418 -10.2725297355 3.49944 0.249249 1.64972 1.02013 0.886752 -41.7048 2.95434 18.969999313354492 223.002327909 -2.87933178853 54.24217987060547 16.0 0.8450921816603266 1430445 1635721458409799680 3049589374743079680 104.89379263516454 0.02109018349997895 -10.272407171082362 0.02275604183286056 0.8533015974710495 0.024973845777116033 12 False 41629.166797812 11.036824765187129 14.139871597290039 21964.23726605477 69.63943180111954 14.497097969055176 29572.00507720233 69.09971236845564 13.584717750549316 nan nan nan nan nan NOT_AVAILABLE 5315.4501953125 200111 0.00024382718594900973 1171.9185841954638 10.344487206606452 0.3152056932449341 CMaOB1
36928 5516.41015625 13757.7998046875 105.012113978 -10.4692824554 185.727 1.3989 64.4009 2.32885 2.2439 -9.83678 3.35904 14.65779972076416 223.23087349 -2.86501325483 46.29827117919922 598.0 0.8278686163130698 1430447 1635721458409799680 3049196196258630656 105.01200666936433 0.03076325392492206 -10.469108467942764 0.03671528008049329 0.7878888665663283 0.04084390404874954 11 False 453379.21960338124 143.5578271704434 11.547211647033691 296661.5306570049 456.18103677459027 11.670735359191895 245004.49558718808 156.99795342675975 11.288985252380371 nan nan nan nan nan NOT_AVAILABLE 7868.25 200111 0.0002034860650375434 1269.2145332095706 10.51767518184635 0.1972961723804474 CMaOB1
36936 361.92401123046875 13745.599609375 106.340593959 -13.0027463891 36.7457 0.657326 14.8922 2.02128 1.69777 10.04 3.58109 16.41699981689453 226.082234646 -2.86261451302 25.959461212158203 70.0 1.0550196406407961 1430453 1635721458409799680 3044830894578131456 106.34051015120491 0.02838910105358615 -13.002745045433995 0.032919506061118216 0.8369025082415744 0.038514168514836446 11 False 128337.83365786939 64.96025295232415 12.917478561401367 80937.06916428538 149.4380034351341 13.081019401550293 71326.92144374619 109.75006995366012 12.628786087036133 nan nan nan nan nan NOT_AVAILABLE 7783.25 200111 8.16699571942624e-05 1194.8823072607486 10.386625652678536 0.3813019394874573 CMaOB1
37015 5713.81982421875 13766.900390625 104.965924107 -10.3696658071 26.7558 0.56555 12.8723 1.72072 1.60253 2.39372 2.99529 16.761499404907227 223.121359309 -2.86013944353 47.782127380371094 138.0 0.831446919723369 1430520 1635721458409799680 3049575837006175232 104.96596676606846 0.03628683929078929 -10.369606109592041 0.03440067981815828 0.8714997132538375 0.04205885433342396 11 False 220841.935151447 40.04187489525605 12.32816219329834 129011.44204652096 179.47232438166316 12.574817657470703 134545.32294801102 161.43810806045627 11.939748764038086 nan nan nan nan nan NOT_AVAILABLE 6412.0 200111 7.297005260129273e-05 1147.4473081194633 10.298663757240947 0.24689368903636932 CMaOB1
37045 3503.830078125 13768.2998046875 105.536588454 -11.4572186153 6.04661 0.29763 3.15808 1.33814 1.1426 -65.6804 4.04045 18.37619972229004 224.346293254 -2.85647240877 19.732431411743164 14.0 3.155706174027467 1430546 1635721458409799680 3046038914258532480 105.53654973414228 0.019290591660977803 -11.457225940790284 0.022364381619604853 0.8250471943195458 0.024260863212993564 12 False 56541.03758845351 15.622659313723405 13.807456016540527 31707.671923941725 73.10699603684473 14.098477363586426 36758.06406951652 41.55710058206662 13.348538398742676 nan nan nan nan nan NOT_AVAILABLE 6254.0 200111 3.864888266255047e-05 1212.0518764078045 10.417606041211997 0.33835217356681824 CMaOB1
37053 2821.0400390625 13766.5 105.712412907 -11.7930480872 3.69672 0.236034 2.27675 1.11045 0.957956 -4.02537 2.45585 18.910499572753906 224.724175319 -2.85627630969 19.73750114440918 8.0 1.3957142742632778 1430554 1635721458409799680 3045991051143054848 105.7125730739683 0.019068509299994044 -11.792909370585306 0.02153998260023058 0.8071685576474149 0.023641137478973662 11 False 97776.24317477463 31.88358989858148 13.21278190612793 45827.84158731646 58.14049160371869 13.698564529418945 76838.39833293305 71.45088753626398 12.547974586486816 nan nan nan nan nan NOT_AVAILABLE 5032.96728515625 200111 0.00020934235728521834 1238.8986049142131 10.465178819498597 0.6503799557685852 CMaOB1
37068 1575.8399658203125 13767.0 106.035590904 -12.4035543669 2.90288 0.229579 1.99917 0.919947 0.756955 -1.8587 2.80484 19.17289924621582 225.412463809 -2.85361571446 20.794225692749023 6.0 1.295636279216688 1430567 1635721458409799680 3045718440980574848 106.03533630585086 0.02589758269644971 -12.403378707365285 0.028175970987279714 0.8110223349505983 0.03659533289526948 11 False 26158.7231378829 10.46006590924444 14.64432430267334 13889.638904952933 35.150838316048414 14.994660377502441 17941.274010171845 28.43427946486194 14.127286911010742 nan nan nan nan nan NOT_AVAILABLE 5744.0 200111 0.0003044435949633818 1233.0116655306576 10.454835927389148 0.6252694129943848 CMaOB1
37126 1143.5899658203125 13787.2001953125 106.158096359 -12.6100740402 4.35317 0.268593 2.05794 1.18817 0.968141 72.5426 3.45765 18.732999801635742 225.651102029 -2.8415123817 21.11810302734375 10.0 1.2265785642701916 1430615 1635721458409799680 3045700058521205120 106.15801200780831 0.026657216485772607 -12.610213374681893 0.039031040266513835 0.8668496759141959 0.040059419562896124 7 False 55700.12174724748 18.23255609544724 13.823725700378418 29507.233116819018 103.73600919979495 14.176567077636719 38468.555399507626 64.62109268648706 13.299155235290527 nan nan nan nan nan NOT_AVAILABLE 5827.01953125 200111 0.0001618335601808459 1153.6025539207606 10.31028104422969 0.2560649514198303 CMaOB1
37130 3606.449951171875 13801.2998046875 105.526649795 -11.3984483894 72.2653 0.893103 27.1737 2.12511 1.84934 -36.2703 3.44616 15.682700157165527 224.289471058 -2.83836040691 21.714683532714844 106.0 3.403544941290044 1430619 1635721458409799680 3046040185568315648 105.5264043026628 0.027034347055744243 -11.39848769351441 0.03065069842844725 0.7861332511626036 0.03361213867058478 12 False 163960.22517273898 42.714443049106194 12.651519775390625 102802.25084751892 196.43375077360847 12.821381568908691 93962.10355205479 102.21526650430786 12.329538345336914 nan nan nan nan nan NOT_AVAILABLE 7536.0 200111 0.00024383889912799322 1272.0489796368636 10.522519169677086 0.543100118637085 CMaOB1
37228 3335.85009765625 13827.0 105.609518742 -11.524970311 48.6985 0.746345 20.3424 1.94151 1.72088 -32.9443 3.91031 16.1112003326416 224.439287295 -2.8237406071 18.862958908081055 51.0 2.9134291705913595 1430700 1635721458409799680 3046034584931501696 105.6093510065798 0.023583929631814868 -11.52493915602808 0.026862823103583813 0.8660245613912125 0.029672411687191074 12 True 130025.29196221988 55.305992916288645 12.90329647064209 84283.4528465118 175.5072381919948 13.037032127380371 70319.28496229023 75.57954978618005 12.644233703613281 nan nan nan nan nan NOT_AVAILABLE 8063.0 -9223372036854775808 0.0001672803208243231 1154.7016615713121 10.312348953738855 0.1139223724603653 CMaOB1
37372 4598.83984375 13862.0 105.300813721 -10.8949775298 11.4525 0.396165 5.90985 1.53764 1.44096 -77.3404 3.36091 17.68280029296875 223.73967272 -2.80621982789 21.387588500976562 19.0 1.0945924376443474 1430828 1635721458409799680 3049122181081645696 105.30076199764075 0.02000450879864727 -10.89480891860159 0.02087777386564436 0.8530980657168747 0.024981749157243726 12 False 73881.98415493508 23.99428669357738 13.517019271850586 42578.846886124884 63.92101604002829 13.778403282165527 46410.028854951815 46.25953934964589 13.095390319824219 nan nan nan nan nan NOT_AVAILABLE 6340.0 200111 0.0001760950581639068 1172.1981800060473 10.3450052137302 0.21901904046535492 CMaOB1
37375 502.98699951171875 13872.2998046875 106.367650321 -12.901870846 107.607 1.07471 40.3181 2.26439 1.8447 12.1237 3.44438 15.250399589538574 226.004472351 -2.79305239041 26.38398551940918 149.0 1.1108869168113147 1430831 1635721458409799680 3044835979819311872 106.3675948052065 0.05666574878752334 -12.902120140279376 0.05364572354793093 0.8561433234945849 0.07880799799170272 8 False 247659.47363416798 71.96963309502058 12.203728675842285 163554.02325021263 421.14033306847773 12.317234992980957 128191.36238479294 100.32921508568829 11.992273330688477 nan nan nan nan nan NOT_AVAILABLE 8245.0 -9223372036854775808 0.0002550999517797977 1168.0287313556619 10.337267628760987 0.24464623630046844 CMaOB1
37409 5754.97021484375 13871.599609375 105.007790677 -10.3230100744 12.127 0.404589 6.05507 1.52172 1.43097 -0.406256 3.19499 17.6205997467041 223.098528259 -2.80223396544 49.03572463989258 47.0 0.8482339400539235 1430861 1635721458409799680 3049576592920394624 105.00782469379747 0.03155656058288554 -10.323007662311323 0.03200376792019242 0.8597351469290062 0.036728578452363096 11 False 145004.67712485406 39.58872441598043 12.784911155700684 79734.85054963916 149.52298208800417 13.097268104553223 95006.90536894857 73.81495485751806 12.31753158569336 nan nan nan nan nan NOT_AVAILABLE 5898.66650390625 200111 3.3552986407009106e-05 1163.148911117596 10.328176592286901 0.29910755157470703 CMaOB1
37436 793.3319702148438 13866.900390625 106.28934598 -12.7613010063 3.69936 0.277398 1.57177 1.03679 0.753079 -11.7808 2.47187 18.909700393676758 225.844357877 -2.79670369875 23.420909881591797 3.0 1.1849254929478994 1430886 1635721458409799680 3044850754506246912 106.28932871638618 0.028051465318946363 -12.761737617347869 0.0361885805894555 0.8048487679099157 0.04131306430211616 10 False 36760.706549929186 10.916866901113307 14.274906158447266 19898.79510753423 44.951256580567254 14.604321479797363 24808.15574771361 60.79830785461394 13.775433540344238 nan nan nan nan nan NOT_AVAILABLE 5796.0 200111 0.00043693557569428814 1242.4694425474067 10.471428582213028 0.2769954204559326 CMaOB1
37456 5527.7900390625 13877.7998046875 105.069394752 -10.4334084872 3.19028 0.237838 1.65387 0.912763 0.871179 -40.5985 2.76704 19.07040023803711 223.224559572 -2.79852797518 46.533721923828125 20.0 0.8428422330635337 1430905 1635721458409799680 3049571473319920256 105.06945458817862 0.022666315739582416 -10.433545004407268 0.028150470827962067 0.8183398461131929 0.034079577635299375 11 False 40242.857171654425 20.214297593815633 14.176643371582031 21632.69585004693 48.49043893487437 14.513611793518066 27277.992742249815 44.25753184142876 13.672389030456543 nan nan nan nan nan NOT_AVAILABLE 5766.0 200111 0.00014866034477598416 1221.9862013925201 10.435331509512542 0.3880733549594879 CMaOB1
37496 3591.949951171875 13886.0 105.572939858 -11.3842230997 2.53765 0.208873 1.64199 0.794261 0.785548 30.1679 3.82552 19.318899154663086 224.297502567 -2.79148621161 21.219562530517578 12.0 3.4019473958146897 1430938 1635721458409799680 3046040426086992640 105.57300265379239 0.020191203783595187 -11.384401629502682 0.023114177781418364 0.8022840501126695 0.025194524272145916 12 False 38949.96374182096 12.224574301695927 14.212098121643066 20874.73860774127 42.42424001993222 14.552335739135742 26498.722274893422 38.903677615714074 13.703857421875 nan nan nan nan nan NOT_AVAILABLE 5837.0 200111 0.00018884533655957466 1246.4413319192424 10.478359208730204 0.24305003881454468 CMaOB1
37550 4352.75 13915.2001953125 105.391037084 -11.002674466 21.0599 0.510798 9.53744 1.72315 1.5634 -55.7725 3.42564 17.021400451660156 223.876060798 -2.77642660038 20.337039947509766 39.0 1.3168693170777208 1430983 1635721458409799680 3046118010375545216 105.3910986640848 0.016929175928028863 -11.002578970852795 0.01916564510720367 0.8082578639828969 0.022726903144525364 12 False 90070.42914098255 27.122489232966604 13.301910400390625 55584.48150110158 56.89329238853425 13.489004135131836 52176.99586946661 44.673101103353495 12.968222618103027 nan nan nan nan nan NOT_AVAILABLE 7397.5 200111 0.0001130190317975596 1237.2289148815019 10.462250306036328 0.2999487519264221 CMaOB1
37621 5750.080078125 13924.400390625 105.0355139 -10.3121103088 2.70199 0.206894 1.58507 0.911983 0.696593 -67.5532 2.76599 19.25079917907715 223.101240778 -2.77298696432 48.986846923828125 14.0 0.8510704011322312 1431036 1635721458409799680 3049576524200905088 105.03587384172883 0.02365931247287643 -10.312176829353971 0.029194819887192046 0.7930685910501054 0.03092718260491321 10 False 41050.37651159224 11.698150829259793 14.155073165893555 21099.625741088585 23.859074613293703 14.540700912475586 29276.05690613269 42.07522067527173 13.595638275146484 nan nan nan nan nan NOT_AVAILABLE 5265.75 200111 0.000360321196487463 1260.9249833938018 10.503446248617871 0.3003914952278137 CMaOB1
37713 3794.02001953125 13948.400390625 105.55205719 -11.2691273011 46.0365 0.725919 19.005 2.01173 1.76603 -33.6047 3.06467 16.172200202941895 224.185596832 -2.75724073098 22.137115478515625 67.0 3.183793840647743 1431118 1635721458409799680 3046089732310958336 105.55194499593803 0.024766456703561125 -11.269086239826793 0.026106882373063606 0.826218225439913 0.03237901919855326 12 False 140299.29680662745 48.58321493746117 12.820727348327637 89753.04446945422 162.2150113733345 12.968765258789062 77090.43497295123 90.34926094696277 12.544418334960938 nan nan nan nan nan NOT_AVAILABLE 7935.66650390625 200111 0.0001174429417284438 1210.3339882965647 10.414526146042604 0.4931313991546631 CMaOB1
37716 5663.06005859375 13951.900390625 105.071712957 -10.3480657043 70.1185 0.875103 30.9849 1.88889 1.79714 -15.413 2.88874 15.715399742126465 223.149522587 -2.75764683229 49.733238220214844 275.0 0.8449934227202054 1431121 1635721458409799680 3049575630848225024 105.07166810547774 0.03186973057920862 -10.348001466644186 0.035072398969112115 0.8177755745718456 0.04099091571241467 12 False 235974.80802473487 134.94160212509354 12.25620174407959 148089.21499707445 200.4133819498209 12.425079345703125 136640.90322371293 154.52303988558336 11.922967910766602 nan nan nan nan nan NOT_AVAILABLE 7264.61962890625 200111 7.793091540468212e-05 1222.8293814272452 10.43682932576267 0.29085615277290344 CMaOB1
37785 188.08599853515625 13963.400390625 106.495590498 -13.0326998863 10.643 0.384533 4.8781 1.58742 1.35577 3.55287 3.91972 17.762300491333008 226.178039535 -2.74200953213 24.0642147064209 12.0 0.9221186540095249 1431179 1635721458409799680 3044784130974144128 106.49545020733986 0.03363941311240494 -13.032704543245606 0.036417588606304806 0.801570431854519 0.04871077014110572 8 False 64475.736397536224 20.068902634629232 13.664875030517578 36665.730337679524 55.572159070488546 13.9407377243042 40810.64757819765 81.2498576800698 13.234986305236816 nan nan nan nan nan NOT_AVAILABLE 6296.5 200111 0.00013675629915753582 1247.5510076967196 10.480291556680946 0.33160504698753357 CMaOB1
37834 3050.570068359375 13975.400390625 105.757941744 -11.6276685892 14.377 0.528605 3.52818 1.65592 1.36583 -12.6538 5.13175 17.435800552368164 224.597181265 -2.74117276407 19.33110809326172 14.0 2.092505351526297 1431220 1635721458409799680 3046018229696036608 105.75798718140788 0.023607860104802644 -11.627442188753486 0.022344028241001554 0.8648553214187702 0.027318249216862215 11 False 53762.430065906396 18.798946473964666 13.862168312072754 29348.3743160221 57.712769813715205 14.182428359985352 36588.84920739297 49.05654401342713 13.353548049926758 nan nan nan nan nan NOT_AVAILABLE 5694.66650390625 200111 0.00023073329568274264 1156.2627589080782 10.315282690217828 0.7820607423782349 CMaOB1
37925 482.6679992675781 13995.599609375 106.43508303 -12.8806528452 8.80628 0.404395 3.27583 1.57317 1.31745 44.5421 3.77912 17.968000411987305 226.01567468 -2.72489198896 26.000993728637695 16.0 1.2236862957486168 1431294 1635721458409799680 3044833535977655296 106.43496142952124 0.021052093474867636 -12.880593870771873 0.024950486602691346 0.8028952834868605 0.027443487941544668 10 False 75502.96501440156 23.51286039119454 13.49345588684082 42428.04546267855 340.608992085998 13.782255172729492 53626.29865453322 321.08143310051474 12.938475608825684 nan nan nan nan nan NOT_AVAILABLE 5674.75 200111 0.00013240036815304144 1245.4924329074915 10.476705466442098 0.353169322013855 CMaOB1
