uploadID uploadRA uploadDEC uploadSearchID objID survey specObjID distance_arcmin fov_radius IAUName ra dec band nuv_exptime fuv_exptime fuv_mag_1 fuv_magerr nuv_mag nuv_magerr fuv_flux fuv_fluxerr nuv_flux nuv_fluxerr e_bv spectra fuv_fwhm_world nuv_fwhm_world ra_cent dec_cent minObsDate meanObsDate maxObsDate minObsMJD meanObsMJD maxObsMJD tilename tilenum_1 img subvis photoextractid nuv_flux_auto nuv_flux_aper_7 nuv_artifact fuv_flux_auto fuv_flux_aper_7 fuv_artifact X_IMAGE Y_IMAGE FLUX_AUTO FLUXERR_AUTO FLUX_APER A_IMAGE B_IMAGE THETA_IMAGE FWHM_IMAGE nuv_sex gl_sex gb_sex ra_sex dec_sex nuv_galex fuv_mag_2 ra_galex dec_galex gl_galex gb_galex tilenum_2
109 27.86212259803974 58.29929085334479 109 6372710194971936359 AIS 0 0.0 0.2939528822898865 "GALEX J015126.9+581757" 27.86212259803974 58.29929085334479 1 64.0 0.0 -999.0 -999.0 17.6800785 0.09201148 -999.0 -999.0 307.587158 26.06036 0.480502069 false -99.0 0.006141922 27.32023 58.37341 2011-11-15 2011-11-15 2011-11-15 55880.546620370376 55880.546620370376 55880.547361111116 AIS_51 50051 1 34 6372710194970886144 9.119449615478516 9.497243881225586 256 -99.0 -99.0 -999 1965.5699462890625 15466.2998046875 28.57 0.489764 7.46299 1.33906 1.19473 64.6074 4.439780235290527 16.440200805664062 130.765810261 -3.6573419455 27.8613975403 58.2987480928 17.680078506469727 -999.0 27.86212259803974 58.29929085334479 130.76612854003906 -3.6567084789276123 50051
110 31.82788195490978 65.96993131080998 110 6372639846628852690 AIS 0 0.0 0.42574217915534973 "GALEX J020718.6+655811" 31.82788195490978 65.96993131080998 1 107.0 107.0 -999.0 -999.0 17.0422287 0.03024933 -999.0 -999.0 553.487549 15.4167843 1.26373672 false -99.0 0.00166098634 30.88771 66.15906 2006-11-03 2006-11-03 2006-11-03 54042.15806712963 54042.15806712963 54042.15930555556 AIS_49 50049 1 53 6372639846627803136 16.409988403320312 16.575756072998047 0 -99.0 -99.0 0 2460.81005859375 34422.5 27.5523 0.650179 4.36822 2.18059 1.23968 87.8037 8.228070259094238 16.47960090637207 130.559471471 4.22822369587 31.8289902512 65.9699326627 17.04222869873047 -999.0 31.82788195490978 65.96993131080998 130.55909729003906 4.2281084060668945 50049
111 31.8285642630611 65.96992173424673 111 6372639857366273042 AIS 0 0.0 0.5780559778213501 "GALEX J020718.8+655811" 31.8285642630611 65.96992173424673 1 91.0 0.0 -999.0 -999.0 17.05887 0.03628409 -999.0 -999.0 545.0689 18.2111683 1.26373672 false -99.0 0.00210723071 32.30397 65.42598 2011-11-15 2011-11-15 2011-11-15 55880.532962962956 55880.532962962956 55880.53401620371 AIS_49 50049 1 63 6372639857365221376 16.160388946533203 16.21602439880371 1 -99.0 -99.0 -999 2460.81005859375 34422.5 27.5523 0.650179 4.36822 2.18059 1.23968 87.8037 8.228070259094238 16.47960090637207 130.559471471 4.22822369587 31.8289902512 65.9699326627 17.058870315551758 -999.0 31.8285642630611 65.96992173424673 130.55935668945312 4.228179931640625 50049
113 31.23126888580664 61.76391862771667 113 6372710160612197382 AIS 0 0.0 0.35730597376823425 "GALEX J020455.5+614550" 31.23126888580664 61.76391862771667 1 91.05 0.0 -999.0 -999.0 17.8985271 0.0559257679 -999.0 -999.0 251.529617 12.9530268 1.38771331 false -99.0 0.00149442465 30.60761 61.96686 2011-11-15 2011-11-15 2011-11-15 55880.539571759255 55880.539571759255 55880.540625 AIS_51 50051 1 2 6372710160611147776 7.4574360847473145 7.951236248016357 0 -99.0 -99.0 -999 2353.949951171875 24549.599609375 14.9081 0.356547 1.82356 1.4321 1.09983 -82.3184 6.871039867401123 17.146400451660156 131.507531542 0.122316562857 31.2315107891 61.7643678355 17.898527145385742 -999.0 31.23126888580664 61.76391862771667 131.5076141357422 0.12187226861715317 50051
114 32.39311692791073 62.8393688545188 114 6372639887431042899 AIS 0 0.0 0.40398722887039185 "GALEX J020934.3+625021" 32.39311692791073 62.8393688545188 1 91.0 0.0 -999.0 -999.0 16.8138943 0.0325386859 -999.0 -999.0 683.0329 20.4650021 1.37886918 false -99.0 0.00230316864 31.50912 62.86153 2011-11-15 2011-11-15 2011-11-15 55880.53791666667 55880.53791666667 55880.53896990741 AIS_49 50049 1 91 6372639887429992448 20.25079345703125 20.949628829956055 512 -99.0 -99.0 -999 1859.75 27393.69921875 35.0036 0.523003 11.1555 1.30468 1.06427 -69.2057 3.9404499530792236 16.21969985961914 131.713444014 1.30715761532 32.3924746171 62.8391447279 16.813894271850586 -999.0 32.39311692791073 62.8393688545188 131.71371459960938 1.3074783086776733 50049
115 32.368765941612 63.46761844124858 115 6372639877767365503 AIS 0 0.0 0.29205694794654846 "GALEX J020928.5+632803" 32.368765941612 63.46761844124858 1 107.65 0.0 -999.0 -999.0 17.9981537 0.05337047 -999.0 -999.0 229.476547 11.2774134 1.02267861 false -99.0 0.0018482632 32.53433 63.75025 2011-11-15 2011-11-15 2011-11-15 55880.53625 55880.53625 55880.53748842592 AIS_49 50049 1 82 6372639877766316032 6.8035993576049805 6.989100456237793 0 -99.0 -99.0 -999 2331.570068359375 28827.0 12.1859 0.345273 2.03456 2.21648 1.09421 38.4969 9.32289981842041 17.365400314331055 131.516859546 1.90384712029 32.3701555673 63.4672781139 17.998153686523438 -999.0 32.368765941612 63.46761844124858 131.51622009277344 1.9040064811706543 50049
119 33.72195105810526 55.83469938157907 119 6372710225036706985 AIS 0 0.0 0.3083713948726654 "GALEX J021453.2+555004" 33.72195105810526 55.83469938157907 1 107.0 0.0 -999.0 -999.0 17.589983 0.0481968932 -999.0 -999.0 334.1997 14.8318491 0.456813484 false -99.0 0.00265457551 34.12501 56.04478 2011-11-18 2011-11-18 2011-11-18 55883.68956018519 55883.68956018519 55883.690798611104 AIS_51 50051 1 62 6372710225035657216 9.908467292785645 10.836852073669434 516 -99.0 -99.0 -999 1598.9300537109375 11863.7998046875 20.5177 0.345554 6.24583 1.37926 1.06874 -89.2531 4.39640998840332 16.799699783325195 134.515944544 -5.14948687705 33.7216088882 55.8340676872 17.589982986450195 -999.0 33.72195105810526 55.83469938157907 134.5159912109375 -5.148801326751709 50051
125 43.8470079717187 63.28143892428054 125 6372639872400753522 AIS 0 0.0 0.2813491225242615 "GALEX J025523.2+631653" 43.8470079717187 63.28143892428054 3 217.0 217.0 18.1461449 0.06753982 17.8870564 0.034835685 200.236984 12.4530106 254.200989 8.154019 1.03559649 false 0.001447472 0.00142511691 44.07257 63.54405 2005-12-25 2006-06-23 2006-12-19 53729.62936342593 53909.12936342593 54088.66909722222 AIS_49 50049 1 77 6372639872397606912 7.536637783050537 7.6082000732421875 0 1.8601258993148804 1.9520748853683472 0 1553.1800537109375 33111.30078125 13.6821 0.383311 4.22963 1.22167 1.11455 86.1049 3.8043100833892822 17.239599227905273 136.344257795 3.68440752332 43.8466521331 63.2816010878 17.887056350708008 18.14614486694336 43.8470079717187 63.28143892428054 136.3445281982422 3.684366464614868 50049
126 50.19950749893309 67.5670399845891 126 6372639817637824750 AIS 0 0.0 0.33528634905815125 "GALEX J032047.8+673401" 50.19950749893309 67.5670399845891 1 204.0 204.0 -999.0 -999.0 16.6545372 0.0173426736 -999.0 -999.0 791.015259 12.63197 0.8462762 false -99.0 0.0012654654 49.65291 67.30545 2006-11-05 2006-11-27 2006-12-20 54044.220601851855 54066.928935185184 54089.69248842593 AIS_49 50049 1 26 6372639817636773888 23.45229148864746 23.98800277709961 0 -99.0 -99.0 0 1242.6199951171875 45326.80078125 169.829 1.52101 18.9153 2.51309 1.40356 -18.4974 7.9199700355529785 14.505000114440918 136.473659169 8.71153764522 50.1985048423 67.5671384476 16.654537200927734 -999.0 50.19950749893309 67.5670399845891 136.4740753173828 8.71169376373291 50049
128 46.45535802884334 63.96520979918522 128 6372639871324916635 AIS 0 0.0 0.5625411868095398 "GALEX J030549.2+635754" 46.45535802884334 63.96520979918522 1 105.0 0.0 -999.0 -999.0 17.723093 0.0457289442 -999.0 -999.0 295.639465 12.4486933 1.12581968 false -99.0 0.00212440244 46.35606 63.40439 2011-12-31 2011-12-31 2011-12-31 55926.73752314815 55926.73752314815 55926.73873842593 AIS_49 50049 1 76 6372639871323865088 8.765219688415527 8.952737808227539 1 -99.0 -99.0 -999 2038.56005859375 35895.30078125 20.6943 0.415102 2.55461 1.29446 1.12387 46.2413 4.938799858093262 16.7903995513916 137.038588151 4.83791734581 46.4547525858 63.9655840648 17.723093032836914 -999.0 46.45535802884334 63.96520979918522 137.0390625 4.837754249572754 50049
129 53.515751760422 67.16213163449028 129 6372639816566179642 AIS 0 0.0 0.49012401700019836 "GALEX J033403.7+670943" 53.515751760422 67.16213163449028 3 203.0 203.0 19.0426159 0.08079139 16.8774624 0.0191467367 87.69111 6.52365255 644.190735 11.3574133 0.974768758 false 0.00144784234 0.00151896512 52.3024 67.03081 2006-11-05 2006-11-27 2006-12-20 54044.22217592592 54066.93050925926 54089.69409722222 AIS_49 50049 1 25 6372639816563032064 19.09918785095215 19.33475685119629 1 0.8146172761917114 0.8465556502342224 0 283.1830139160156 46285.3984375 85.1561 1.14752 10.2063 2.4555 1.29524 -34.2826 7.699079990386963 15.254500389099121 137.769985845 9.10111806256 53.5140589453 67.161963312 16.87746238708496 19.04261589050293 53.515751760422 67.16213163449028 137.7704620361328 9.101673126220703 50049
130 53.07066207151454 67.57382803139959 130 6372675029927199601 AIS 0 0.0 0.4344026744365692 "GALEX J033216.9+673425" 53.07066207151454 67.57382803139959 1 107.0 107.0 -999.0 -999.0 16.3365765 0.0213328134 -999.0 -999.0 1060.15466 20.82512 0.81710887 false -99.0 0.00132193521 54.15833 67.70612 2006-11-05 2006-11-05 2006-11-05 54044.21238425926 54044.21238425926 54044.21362268519 AIS_50 50050 1 52 6372675029926150144 31.431827545166016 32.133480072021484 0 -99.0 -99.0 0 1205.1800537109375 46862.5 140.285 1.376 16.3955 2.49649 1.34973 -82.7316 7.533860206604004 14.712499618530273 137.385829302 9.33564089906 53.0710733125 67.5739504864 16.336576461791992 -999.0 53.07066207151454 67.57382803139959 137.3858184814453 9.335481643676758 50050
136 50.21390895852522 57.87473033114669 136 6372745405113828830 AIS 0 0.0 0.08687342703342438 "GALEX J032051.3+575229" 50.21390895852522 57.87473033114669 1 96.0 0.0 -999.0 -999.0 17.85532 0.0509114563 -999.0 -999.0 261.740936 12.2703619 3.21544862 false -99.0 0.00152393535 50.37314 57.89425 2011-12-31 2011-12-31 2011-12-31 55926.74752314815 55926.74752314815 55926.74863425925 AIS_52 50052 1 58 6372745405112778752 7.760185241699219 7.811936855316162 0 -99.0 -99.0 -999 1509.4100341796875 25626.80078125 21.3631 0.509184 3.64148 2.74261 1.04654 60.0036 6.823999881744385 16.755800247192383 141.756268747 0.571135421112 50.2143029684 57.874789351 17.85531997680664 -999.0 50.21390895852522 57.87473033114669 141.7561798095703 0.5710139274597168 50052
137 50.35181869644673 58.43852599664287 137 6372745405113830123 AIS 0 0.0 0.5443967580795288 "GALEX J032124.4+582618" 50.35181869644673 58.43852599664287 1 96.0 0.0 -999.0 -999.0 17.8280029 0.04901753 -999.0 -999.0 268.40976 12.1149015 2.21228671 false -99.0 0.002231612 50.37314 57.89425 2011-12-31 2011-12-31 2011-12-31 55926.74752314815 55926.74752314815 55926.74863425925 AIS_52 50052 1 58 6372745405112778752 7.957904815673828 8.03596305847168 1 -99.0 -99.0 -999 2095.39990234375 26859.69921875 28.6011 0.551201 4.25476 2.07356 1.15924 62.0182 6.469359874725342 16.43899917602539 141.512110733 1.08472044564 50.3516544686 58.4388096484 17.8280029296875 -999.0 50.35181869644673 58.43852599664287 141.51239013671875 1.0845694541931152 50052
138 50.35160542515229 58.43877227730219 138 6372745395450151221 AIS 0 0.0 0.47304075956344604 "GALEX J032124.3+582619" 50.35160542515229 58.43877227730219 1 106.0 0.0 -999.0 -999.0 17.7488136 0.04453154 -999.0 -999.0 288.71814 11.8389158 2.21228671 false -99.0 0.001670082 49.79815 58.81394 2011-12-31 2011-12-31 2011-12-31 55926.745775462965 55926.745775462965 55926.74700231481 AIS_52 50052 1 49 6372745395449102336 8.560013771057129 8.855108261108398 1 -99.0 -99.0 -999 2095.39990234375 26859.69921875 28.6011 0.551201 4.25476 2.07356 1.15924 62.0182 6.469359874725342 16.43899917602539 141.512110733 1.08472044564 50.3516544686 58.4388096484 17.74881362915039 -999.0 50.35160542515229 58.43877227730219 141.5121612548828 1.0847159624099731 50052
139 51.38506039553401 58.55735861533622 139 6372745394376410191 AIS 0 0.0 0.22670038044452667 "GALEX J032532.4+583326" 51.38506039553401 58.55735861533622 1 108.0 0.0 -999.0 -999.0 16.9273739 0.03075079 -999.0 -999.0 615.2474 17.4211254 2.15367174 false -99.0 0.00147269329 51.78818 58.64269 2012-01-01 2012-01-01 2012-01-01 55927.23145833333 55927.23145833333 55927.23270833334 AIS_52 50052 1 48 6372745394375360512 18.241064071655273 18.706436157226562 0 -99.0 -99.0 -999 1167.3399658203125 27808.400390625 60.1657 0.798247 9.37595 2.2663 1.21263 74.9095 5.908840179443359 15.631600379943848 141.898800411 1.47982841602 51.3849508232 58.557346415 16.9273738861084 -999.0 51.38506039553401 58.55735861533622 141.89889526367188 1.4799119234085083 50052
140 51.2665871167547 58.80041020339716 140 6372745394376410952 AIS 0 0.0 0.3133902847766876 "GALEX J032503.9+584801" 51.2665871167547 58.80041020339716 1 108.0 0.0 -999.0 -999.0 16.8238316 0.0299998838 -999.0 -999.0 676.809753 18.696331 1.92884958 false -99.0 0.00172589079 51.78818 58.64269 2012-01-01 2012-01-01 2012-01-01 55927.23145833333 55927.23145833333 55927.23270833334 AIS_52 50052 1 48 6372745394375360512 20.066287994384766 20.612451553344727 0 -99.0 -99.0 -999 1613.300048828125 28212.69921875 33.9477 0.549325 6.11277 1.80963 1.11802 77.6074 5.184120178222656 16.253000259399414 141.712984155 1.64817391845 51.2667897238 58.8003881101 16.82383155822754 -999.0 51.2665871167547 58.80041020339716 141.7129364013672 1.6481754779815674 50052
141 52.99454433738194 59.28053551529563 141 6372745382565250613 AIS 0 0.0 0.1222817674279213 "GALEX J033158.6+591649" 52.99454433738194 59.28053551529563 1 132.05 0.0 -999.0 -999.0 16.2208519 0.0202096123 -999.0 -999.0 1179.39392 21.9476013 1.069699 false -99.0 0.00159942161 53.20136 59.34227 2012-01-01 2012-01-01 2012-01-01 55927.233125000006 55927.233125000006 55927.23465277778 AIS_52 50052 1 37 6372745382564200448 34.96707534790039 35.83047103881836 17 -99.0 -99.0 -999 500.8800048828125 30369.5 76.2537 0.755066 8.24657 1.32078 1.21061 88.493 5.156970024108887 15.374300003051758 142.176487288 2.54556667934 52.9939143505 59.28052411 16.22085189819336 -999.0 52.99454433738194 59.28053551529563 142.1768035888672 2.5458030700683594 50052
142 55.66403620832332 61.71616386395726 142 6372745354650060918 AIS 0 0.0 0.16789939999580383 "GALEX J034239.3+614258" 55.66403620832332 61.71616386395726 3 217.0 217.0 21.45191 0.364248246 15.8707676 0.0131422067 9.533182 3.1974628 1628.14392 19.70295 0.874466956 false 0.0025809207 0.00144569622 55.79143 61.55955 2005-12-28 2006-05-09 2006-09-19 53732.21587962963 53864.840879629635 53997.509687499994 AIS_52 50052 1 11 6372745354646913024 48.271766662597656 48.769412994384766 4 0.08855965733528137 -0.02786644920706749 0 1410.6300048828125 36980.8984375 89.1453 0.928217 19.3415 1.44617 1.12351 67.827 4.659999847412109 15.20479965209961 141.797430008 5.28697840454 55.6638184254 61.716214872 15.870767593383789 21.4519100189209 55.66403620832332 61.71616386395726 141.79759216308594 5.287042140960693 50052
143 47.40654137499767 50.89186660897268 143 6372850936755260301 AIS 0 0.0 0.562153697013855 "GALEX J030937.5+505330" 47.40654137499767 50.89186660897268 1 101.05 0.0 -999.0 -999.0 17.1702728 0.03675569 -999.0 -999.0 491.915863 16.648901 0.758585453 false -99.0 0.0024387266 46.97771 50.39985 2011-12-29 2011-12-29 2011-12-29 55924.40884259259 55924.40884259259 55924.41001157407 AIS_55 50055 1 38 6372850936754208768 14.584489822387695 14.800687789916992 0 -99.0 -99.0 -999 389.7120056152344 9237.2001953125 26.1246 0.442914 7.05546 1.40928 1.10894 -78.1357 4.333089828491211 16.537399291992188 144.021336426 -6.23318409741 47.4055315897 50.8920809552 17.170272827148438 -999.0 47.40654137499767 50.89186660897268 144.02206420898438 -6.232999324798584 50055
144 47.40652286616418 50.89200566238701 144 6372850924944097911 AIS 0 0.0 0.49088096618652344 "GALEX J030937.5+505331" 47.40652286616418 50.89200566238701 1 106.0 0.0 -999.0 -999.0 17.1005058 0.03273482 -999.0 -999.0 524.5622 15.8116465 0.758585453 false -99.0 0.00177397765 48.04205 51.17704 2011-12-29 2011-12-29 2011-12-29 55924.41047453704 55924.41047453704 55924.41170138889 AIS_55 50055 1 27 6372850924943048704 15.552398681640625 15.761171340942383 1 -99.0 -99.0 -999 389.7120056152344 9237.2001953125 26.1246 0.442914 7.05546 1.40928 1.10894 -78.1357 4.333089828491211 16.537399291992188 144.021336426 -6.23318409741 47.4055315897 50.8920809552 17.100505828857422 -999.0 47.40652286616418 50.89200566238701 144.02198791503906 -6.232885360717773 50055
146 47.40654137499767 50.89186660897268 146 6372850936755260301 AIS 0 0.0 0.562153697013855 "GALEX J030937.5+505330" 47.40654137499767 50.89186660897268 1 101.05 0.0 -999.0 -999.0 17.1702728 0.03675569 -999.0 -999.0 491.915863 16.648901 0.758585453 false -99.0 0.0024387266 46.97771 50.39985 2011-12-29 2011-12-29 2011-12-29 55924.40884259259 55924.40884259259 55924.41001157407 AIS_55 50055 1 38 6372850936754208768 14.584489822387695 14.800687789916992 0 -99.0 -99.0 -999 389.7120056152344 9237.2001953125 26.1246 0.442914 7.05546 1.40928 1.10894 -78.1357 4.333089828491211 16.537399291992188 144.021336426 -6.23318409741 47.4055315897 50.8920809552 17.170272827148438 -999.0 47.40654137499767 50.89186660897268 144.02206420898438 -6.232999324798584 50055
148 62.04698634327656 55.83653831487798 148 6372745409410894521 AIS 0 0.0 0.30694955587387085 "GALEX J040811.2+555011" 62.04698634327656 55.83653831487798 3 192.1 192.1 16.71537 0.02959431 16.50516 0.017739784 747.918457 20.3813343 907.686035 14.8270292 1.02332187 false 0.0011475723 0.00136013667 61.76846 55.57274 2005-12-26 2006-06-24 2006-12-21 53730.31408564815 53910.52241898148 54090.723067129635 AIS_52 50052 1 62 6372745409407746048 26.911386489868164 27.45025062561035 17 6.947879791259766 7.097405910491943 0 1370.77001953125 31230.30078125 44.9324 0.751151 12.942 1.28769 1.12589 53.5182 4.048850059509277 15.948599815368652 148.118063848 2.90327102846 62.04684329 55.8365292271 16.505159378051758 16.715370178222656 62.04698634327656 55.83653831487798 148.1181640625 2.9033865928649902 50052
149 63.08135630274968 37.68834229886897 149 6373062091306172822 AIS 0 0.0 0.4236886501312256 "GALEX J041219.5+374118" 63.08135630274968 37.68834229886897 1 136.0 0.0 -999.0 -999.0 15.671834 0.0163545869 -999.0 -999.0 1955.537 29.4493542 0.6249781 false -99.0 0.00162115984 62.84325 38.06806 2012-01-01 2012-01-01 2012-01-01 55927.301562500004 55927.301562500004 55927.303136574075 AIS_61 50061 1 83 6373062091305123840 57.97842788696289 58.350914001464844 0 -99.0 -99.0 -999 2731.139892578125 267.3940124511719 170.185 0.812323 33.5887 1.64706 1.33202 -62.2336 6.393889904022217 14.502699851989746 161.054912435 -9.89516551999 63.0808927036 37.6884826487 15.671833992004395 -999.0 63.08135630274968 37.68834229886897 161.05535888671875 -9.894932746887207 50061
151 75.08439534950469 42.14408731615534 151 6373097190852658242 AIS 0 0.0 0.4602939188480377 "GALEX J050020.2+420838" 75.08439534950469 42.14408731615534 1 100.1 0.0 -999.0 -999.0 17.91288 0.0537134744 -999.0 -999.0 248.226151 12.2772465 0.592100739 false -99.0 0.00157745823 74.58882 42.42238 2012-01-04 2012-01-04 2012-01-04 55930.09278935185 55930.09278935185 55930.09394675926 AIS_62 50062 1 4 6373097190851608576 7.359493732452393 7.873278617858887 17 -99.0 -99.0 -999 123.64199829101562 24043.69921875 15.2731 0.395264 1.2876 1.70568 1.14133 -20.4932 8.34673023223877 17.12019920349121 163.929628144 -0.088443800425 75.0843298456 42.1443894242 17.912879943847656 -999.0 75.08439534950469 42.14408731615534 163.92996215820312 -0.08850742876529694 50062
152 74.91161010112025 43.31581135356284 152 6372921343080400885 AIS 0 0.0 0.23632057011127472 "GALEX J045938.7+431856" 74.91161010112025 43.31581135356284 1 91.0 0.0 -999.0 -999.0 17.9592171 0.06235072 -999.0 -999.0 237.8552 13.656024 0.6304447 false -99.0 0.00163187564 74.59538 43.37018 2012-01-05 2012-01-05 2012-01-05 55931.051145833335 55931.051145833335 55931.05219907407 AIS_57 50057 1 73 6372921343079350272 7.052011966705322 7.2606306076049805 0 -99.0 -99.0 -999 2523.280029296875 25540.900390625 18.3258 0.338302 1.87659 1.97026 1.00444 -35.2842 8.416099548339844 16.922300338745117 162.929803919 0.535347513396 74.9124822692 43.3160576884 17.959217071533203 -999.0 74.91161010112025 43.31581135356284 162.92967224121094 0.5347790122032166 50057
153 68.89275424903663 33.20690621128715 153 6377600826989348943 AIS 0 0.0 0.1051643118262291 "GALEX J043534.2+331224" 68.89275424903663 33.20690621128715 3 218.0 218.0 20.0311966 0.274087161 16.4675446 0.0178795718 35.2795944 8.903945 939.6835 15.4706612 0.7747889 false 0.002057616 0.00141714676 68.82733 33.11713 2005-12-27 2006-06-25 2006-12-21 53731.32395833333 53911.03229166667 54090.774733796294 AIS_190 50190 1 38 6377600826986201088 27.860057830810547 28.218433380126953 256 0.327734112739563 0.3299972116947174 0 1977.199951171875 1062.5699462890625 46.5367 0.721216 10.3316 1.41843 1.16771 -7.95009 4.895120143890381 15.910499572753906 167.658656253 -9.57371521768 68.8928246982 33.2070914893 16.467544555664062 20.03119659423828 68.89275424903663 33.20690621128715 167.65882873535156 -9.57379150390625 50190
154 78.43856891344323 38.46491804131403 154 6373097239171041360 AIS 0 0.0 0.504615843296051 "GALEX J051345.2+382753" 78.43856891344323 38.46491804131403 1 96.0 0.0 -999.0 -999.0 17.9397068 0.061679 -999.0 -999.0 242.168152 13.7538576 0.73224026 false -99.0 0.00492084632 77.80348 38.38083 2012-01-05 2012-01-05 2012-01-05 55931.13277777777 55931.13277777777 55931.133888888886 AIS_62 50062 1 49 6373097239169990656 7.179884433746338 7.546807765960693 1 -99.0 -99.0 -999 180.42999267578125 23642.30078125 19.3609 0.34083 1.5427 1.96098 1.1394 -25.4466 8.94616985321045 16.862699508666992 168.407295731 -0.255715301257 78.4390119856 38.4647033709 17.939706802368164 -999.0 78.43856891344323 38.46491804131403 168.406982421875 -0.255778968334198 50062
155 78.43872309108667 38.46460865128093 155 6373097238097298728 AIS 0 0.0 0.47165536880493164 "GALEX J051345.2+382752" 78.43872309108667 38.46460865128093 1 105.0 0.0 -999.0 -999.0 17.9199638 0.0565248355 -999.0 -999.0 246.611755 12.8358088 0.73224026 false -99.0 0.00205643824 79.00513 38.62652 2012-01-05 2012-01-05 2012-01-05 55931.131018518514 55931.131018518514 55931.1322337963 AIS_62 50062 1 48 6373097238096248832 7.311629772186279 7.893618106842041 1 -99.0 -99.0 -999 180.42999267578125 23642.30078125 19.3609 0.34083 1.5427 1.96098 1.1394 -25.4466 8.94616985321045 16.862699508666992 168.407295731 -0.255715301257 78.4390119856 38.4647033709 17.919963836669922 -999.0 78.43872309108667 38.46460865128093 168.4073028564453 -0.25586241483688354 50062
156 73.79586112665122 30.36657372091179 156 6377600796924579379 AIS 0 0.0 0.48838967084884644 "GALEX J045511.0+302159" 73.79586112665122 30.36657372091179 3 222.0 222.0 17.6512756 0.0478942841 16.70443 0.01911853 315.857574 13.92981 755.4881 13.30002 0.784680545 false 0.001654669 0.00157101918 73.99688 29.91017 2005-12-28 2006-06-26 2006-12-22 53732.76528935185 53912.22362268519 54091.7366087963 AIS_190 50190 1 10 6377600796921430016 22.398969650268555 22.877506256103516 0 2.9341976642608643 3.001741647720337 0 991.5670166015625 4456.4599609375 47.1182 0.649795 14.1709 1.2644 1.11617 -72.3488 4.000259876251221 15.897000312805176 172.56763997 -8.19346910282 73.7956713622 30.3663935297 16.704429626464844 17.651275634765625 73.79586112665122 30.36657372091179 172.5676727294922 -8.193131446838379 50190
157 86.09118030541138 38.02497078055285 157 6373237944447141410 AIS 0 0.0 0.2679906487464905 "GALEX J054421.8+380129" 86.09118030541138 38.02497078055285 1 96.05 0.0 -999.0 -999.0 17.1896 0.0377544649 -999.0 -999.0 483.2362 16.7995625 0.695130169 false -99.0 0.00200460246 85.75753 38.07778 2012-01-09 2012-01-09 2012-01-09 55935.914988425924 55935.914988425924 55935.91609953704 AIS_66 50066 1 19 6373237944446091264 14.327152252197266 15.029463768005371 512 -99.0 -99.0 -999 2122.550048828125 35103.6015625 24.4328 0.524865 6.69939 1.29023 1.16593 -83.7885 4.205140113830566 16.61009979248047 172.096399218 4.51041668928 86.0921803218 38.0253894344 17.189599990844727 -999.0 86.09118030541138 38.02497078055285 172.09640502929688 4.5096235275268555 50066
158 88.21275394756151 39.17718995128713 158 6373237933709722341 AIS 0 0.0 0.3706873059272766 "GALEX J055251.0+391037" 88.21275394756151 39.17718995128713 1 103.05 0.0 -999.0 -999.0 17.4613876 0.0396870524 -999.0 -999.0 376.222443 13.748765 0.415037155 false -99.0 0.00193758 88.44895 39.49974 2012-01-11 2012-01-11 2012-01-11 55937.49221064815 55937.49221064815 55937.49340277778 AIS_66 50066 1 9 6373237933708673024 11.15437126159668 11.331746101379395 0 -99.0 -99.0 -999 2479.739990234375 39981.1015625 18.624 0.366204 4.83529 1.43411 1.19478 -65.9142 5.794040203094482 16.904800415039062 171.947578521 6.5235676255 88.213125174 39.1776543169 17.461387634277344 -999.0 88.21275394756151 39.17718995128713 171.94789123535156 6.523183822631836 50066
159 88.78798877733092 39.23096708519032 159 6373237933709722547 AIS 0 0.0 0.37542611360549927 "GALEX J055509.1+391351" 88.78798877733092 39.23096708519032 1 103.05 0.0 -999.0 -999.0 17.4165783 0.03901753 -999.0 -999.0 392.074066 14.0863361 0.468852878 false -99.0 0.00162686373 88.44895 39.49974 2012-01-11 2012-01-11 2012-01-11 55937.49221064815 55937.49221064815 55937.49340277778 AIS_66 50066 1 9 6373237933708673024 11.624345779418945 11.822212219238281 0 -99.0 -99.0 -999 2057.2900390625 40987.30078125 18.6842 0.371543 5.43007 1.38532 1.10376 71.4893 4.731180191040039 16.90130043029785 172.123593615 6.93719005378 88.7884845799 39.2311644637 17.41657829284668 -999.0 88.78798877733092 39.23096708519032 172.12362670898438 6.936855792999268 50066
160 89.11220963784639 39.37511400288422 160 6373237932635980217 AIS 0 0.0 0.5672177672386169 "GALEX J055626.9+392230" 89.11220963784639 39.37511400288422 1 103.0 0.0 -999.0 -999.0 15.7526693 0.01758474 -999.0 -999.0 1815.2312 29.3926029 0.652867854 false -99.0 0.00367224659 89.70033 39.7158 2012-01-11 2012-01-11 2012-01-11 55937.49553240741 55937.49553240741 55937.49672453704 AIS_66 50066 1 8 6373237932634931200 53.81859588623047 53.616737365722656 17 -99.0 -99.0 -999 2062.219970703125 41690.80078125 92.5672 0.804889 26.1018 1.24414 1.17023 -76.9083 4.2113800048828125 15.163900375366211 172.12153567 7.22583957212 89.1119169897 39.3749900712 15.752669334411621 -999.0 89.11220963784639 39.37511400288422 172.12158203125 7.226194858551025 50066
